event_name,venue_name,event_date,category_name,price,remaining_tickets,ticket_active,seansID,scrape_time
Gülşen & Buray - İstanbul Festivali,Festival Park Yenikapı,2025-08-10T13:00:00+00:00,VIP,1550.0,218,True,138197,2025-06-01 17:45:42
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,C Blok Orta,6000.0,4,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,B Blok-1. Kategori,4500.0,139,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,C Blok Sağ-1. Kategori,4500.0,6,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,A Blok-2. Kategori,3500.0,106,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,H Blok-3. Kategori,3000.0,91,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,K Blok-3. Kategori,3000.0,77,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,A Blok-3. Kategori,3000.0,37,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,G Blok-4. Kategori,2650.0,111,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,H Blok-4. Kategori,2650.0,190,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,K Blok-4. Kategori,2650.0,155,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,F Blok-5. Kategori,2250.0,85,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,G Blok-5. Kategori,2250.0,137,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,F Blok-6. Kategori,1800.0,0,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,F Blok-7. Kategori,1600.0,0,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-17T18:00:00+00:00,F Blok-8. Kategori,1250.0,0,True,134316,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,C Blok Orta,6000.0,3,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,C Blok Sağ-1. Kategori,4500.0,0,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,B Blok-1. Kategori,4500.0,48,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,K Blok-3. Kategori,3000.0,54,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,H Blok-3. Kategori,3000.0,97,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,G Blok-4. Kategori,2650.0,98,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,F Blok-8. Kategori,1250.0,0,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,F Blok-7. Kategori,1600.0,0,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,F Blok-6. Kategori,1800.0,0,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,A Blok-1. Kategori,4500.0,129,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,H Blok-2. Kategori,3500.0,130,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,K Blok-2. Kategori,3500.0,38,True,134317,2025-06-01 17:45:43
Mabel Matiz,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-18T18:00:00+00:00,F Blok-4. Kategori,2650.0,90,True,134317,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,A Blok-VIP ,11500.0,97,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,B Blok-VIP,11500.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,C Blok-VIP,11500.0,66,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,D Blok-Protokol,9500.0,325,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,E Blok-Protokol,9500.0,331,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,F Blok-Protokol,9500.0,134,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,G Blok-1. Kategori ,6500.0,3,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,H Blok-1. Kategori ,6500.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,I Blok-1. Kategori,6500.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,J Blok-1. Kategori,6500.0,1,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,K Blok-2. Kategori,5500.0,398,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,L Blok-2. Kategori,5500.0,187,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,M Blok-2. Kategori,5500.0,210,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T1 Blok-Tribün 1. Kategori,5250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T2 Blok-Tribün 1. Kategori,5250.0,122,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T3 Blok-Tribün 1. Kategori,5250.0,87,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T7 Blok-Tribün 1. Kategori,5250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T8 Blok-Tribün 1. Kategori,5250.0,196,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T9 Blok-Tribün 1. Kategori,5250.0,387,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T4 Blok-Tribün 2. Kategori,4250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T5 Blok-Tribün 2. Kategori,4250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T6 Blok-Tribün 2. Kategori,4250.0,85,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T10 Blok-Tribün 2. Kategori,4250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T11 Blok-Tribün 2. Kategori,4250.0,0,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,T12 Blok-Tribün 2. Kategori,4250.0,205,True,138599,2025-06-01 17:45:43
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,1. Avantajlı Dönem-Genel Giriş Bileti,900.0,0,True,138606,2025-06-01 17:45:44
Sami Yusuf - Ecstasy: İki Deniz Arasında,Festival Park Yenikapı,2025-08-23T18:00:00+00:00,2. Avantajlı Dönem-Genel Giriş Bileti,1000.0,18827,True,138606,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,Genel Giriş Ayakta First Phase,2200.0,1075,True,118553,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,Backstage First Phase,5500.0,0,True,118553,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,Genel Giriş Ayakta-2. Kategori First Phase,1600.0,214,True,118553,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,Backstage Final Phase,7500.0,479,True,118553,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,B Loca (Max 8 Kişilik),163000.0,8,True,118553,2025-06-01 17:45:44
Mahmut Orhan Homecoming 2025 - GARDEN + Special Guest: ZHU,Life Park,2025-06-07T14:00:00+00:00,Bistro (Max 6 Kişilik),81000.0,12,True,118553,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü B Blok-1. Kategori,3000.0,4,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü B Blok-2. Kategori,2750.0,59,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü C Blok-3. Kategori,2500.0,42,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü C Blok-4. Kategori,2250.0,84,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,B Blok-5. Kategori,2000.0,19,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,C Blok-5. Kategori,2000.0,115,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,C Blok-6. Kategori,1750.0,38,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,E Blok-6. Kategori,1750.0,71,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,F Blok-7. Kategori,1550.0,136,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,F Blok-8. Kategori,1350.0,47,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,H Blok-8. Kategori,1350.0,77,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,J Blok-9. Kategori,1150.0,132,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,J Blok-10. Kategori,950.0,7,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü C Blok-3. Kategori-%25 İndirimli Öğrenci Bileti,2500.0,8,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,Sahne Önü C Blok-4. Kategori-%25 İndirimli Öğrenci Bileti,2250.0,13,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,C Blok-5. Kategori-%25 İndirimli Öğrenci Bileti,2000.0,33,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,C Blok-6. Kategori-%25 İndirimli Öğrenci Bileti,1750.0,2,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,F Blok-7. Kategori-%25 İndirimli Öğrenci Bileti,1550.0,18,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,H Blok-8. Kategori-%25 İndirimli Öğrenci Bileti,1350.0,12,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,J Blok-9. Kategori-%25 İndirimli Öğrenci Bileti,1150.0,0,True,134862,2025-06-01 17:45:44
Athena,BtcTurk Vadi Açıkhava,2025-06-21T18:00:00+00:00,J Blok-10. Kategori-%25 İndirimli Öğrenci Bileti,950.0,0,True,134862,2025-06-01 17:45:44
Ajda Pekkan,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-12T18:00:00+00:00,Protokol,8800.0,0,True,132968,2025-06-01 17:45:44
Ajda Pekkan,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-12T18:00:00+00:00,C Blok Orta - 1.Kategori,5940.0,0,True,132968,2025-06-01 17:45:44
Ajda Pekkan,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-12T18:00:00+00:00,D Blok - 1.Kategori,5940.0,0,True,132968,2025-06-01 17:45:44
Ajda Pekkan,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-12T18:00:00+00:00,B Blok - 1.Kategori,5940.0,0,True,132968,2025-06-01 17:45:44
Ajda Pekkan,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-12T18:00:00+00:00,C Blok Sol - 1.Kategori,5940.0,0,True,132968,2025-06-01 17:45:44
